File,Model,Source domain,Exp,Ablation,Type,p,r,f1,found
final_annotations/crossnermodels/multicell/bert/balanced/multilstm_music_art1.decode,Multi-Cell_BERT,music,balanced,,WORK_OF_ART,0.6896551724137931,0.2702702702702703,0.3883495145631068,29
final_annotations/crossnermodels/multicell/bert/balanced/multilstm_ai_art.decode,Multi-Cell_BERT,ai,balanced,,WORK_OF_ART,0.7428571428571429,0.35135135135135137,0.47706422018348627,35
final_annotations/crossnermodels/multicell/bert/balanced/multilstm_literature_art1.decode,Multi-Cell_BERT,literature,balanced,,WORK_OF_ART,0.7105263157894737,0.36486486486486486,0.48214285714285715,38
final_annotations/crossnermodels/multicell/bert/balanced/multilstm_science_art1.decode,Multi-Cell_BERT,science,balanced,,WORK_OF_ART,0.7407407407407407,0.2702702702702703,0.396039603960396,27
final_annotations/crossnermodels/multicell/bert/balanced/multilstm_conll_art.decode,Multi-Cell_BERT,conll,balanced,,WORK_OF_ART,0.7368421052631579,0.3783783783783784,0.5,38
final_annotations/crossnermodels/multicell/bert/balanced/multilstm_politics_art1.decode,Multi-Cell_BERT,politics,balanced,,WORK_OF_ART,0.7142857142857143,0.33783783783783783,0.4587155963302752,35
final_annotations/crossnermodels/multicell/bert/ablation/music/no_album.decode,Multi-Cell_BERT,music,ablation,no_album,WORK_OF_ART,0.76,0.25675675675675674,0.3838383838383838,25
final_annotations/crossnermodels/multicell/bert/ablation/music/no_organisation.decode,Multi-Cell_BERT,music,ablation,no_organisation,WORK_OF_ART,0.6666666666666666,0.3783783783783784,0.48275862068965514,42
final_annotations/crossnermodels/multicell/bert/ablation/music/no_person.decode,Multi-Cell_BERT,music,ablation,no_person,WORK_OF_ART,0.7058823529411765,0.32432432432432434,0.44444444444444453,34
final_annotations/crossnermodels/multicell/bert/ablation/music/no_song.decode,Multi-Cell_BERT,music,ablation,no_song,WORK_OF_ART,0.7878787878787878,0.35135135135135137,0.485981308411215,33
final_annotations/crossnermodels/multicell/bert/ablation/music/no_event.decode,Multi-Cell_BERT,music,ablation,no_event,WORK_OF_ART,0.7142857142857143,0.33783783783783783,0.4587155963302752,35
final_annotations/crossnermodels/multicell/bert/ablation/music/no_award.decode,Multi-Cell_BERT,music,ablation,no_award,WORK_OF_ART,0.7777777777777778,0.3783783783783784,0.5090909090909091,36
final_annotations/crossnermodels/multicell/bert/ablation/music/no_misc.decode,Multi-Cell_BERT,music,ablation,no_misc,WORK_OF_ART,0.7222222222222222,0.35135135135135137,0.4727272727272727,36
final_annotations/crossnermodels/multicell/bert/ablation/music/no_musicalartist.decode,Multi-Cell_BERT,music,ablation,no_musicalartist,WORK_OF_ART,0.717948717948718,0.3783783783783784,0.49557522123893805,39
final_annotations/crossnermodels/multicell/bert/ablation/music/no_musicalinstrument.decode,Multi-Cell_BERT,music,ablation,no_musicalinstrument,WORK_OF_ART,0.7222222222222222,0.35135135135135137,0.4727272727272727,36
final_annotations/crossnermodels/multicell/bert/ablation/music/no_band.decode,Multi-Cell_BERT,music,ablation,no_band,WORK_OF_ART,0.7419354838709677,0.3108108108108108,0.4380952380952381,31
final_annotations/crossnermodels/multicell/bert/ablation/music/no_country.decode,Multi-Cell_BERT,music,ablation,no_country,WORK_OF_ART,0.7419354838709677,0.3108108108108108,0.4380952380952381,31
final_annotations/crossnermodels/multicell/bert/ablation/music/no_location.decode,Multi-Cell_BERT,music,ablation,no_location,WORK_OF_ART,0.7741935483870968,0.32432432432432434,0.45714285714285713,31
final_annotations/crossnermodels/multicell/bert/ablation/music/no_musicgenre.decode,Multi-Cell_BERT,music,ablation,no_musicgenre,WORK_OF_ART,0.717948717948718,0.3783783783783784,0.49557522123893805,39
final_annotations/crossnermodels/multicell/bert/balanced5/multilstm_literature_art5.decode,Multi-Cell_BERT,literature,balanced,,WORK_OF_ART,0.7428571428571429,0.35135135135135137,0.47706422018348627,35
final_annotations/crossnermodels/multicell/bert/balanced5/multilstm_science_art5.decode,Multi-Cell_BERT,science,balanced,,WORK_OF_ART,0.7714285714285715,0.36486486486486486,0.4954128440366973,35
final_annotations/crossnermodels/multicell/bert/balanced5/multilstm_politics_art5.decode,Multi-Cell_BERT,politics,balanced,,WORK_OF_ART,0.7209302325581395,0.4189189189189189,0.5299145299145299,43
final_annotations/crossnermodels/multicell/bert/balanced5/multilstm_ai_art.decode,Multi-Cell_BERT,ai,balanced,,WORK_OF_ART,0.78125,0.33783783783783783,0.4716981132075472,32
final_annotations/crossnermodels/multicell/bert/balanced5/multilstm_conll_art.decode,Multi-Cell_BERT,conll,balanced,,WORK_OF_ART,0.7209302325581395,0.4189189189189189,0.5299145299145299,43
final_annotations/crossnermodels/multicell/bert/balanced5/multilstm_music_art5.decode,Multi-Cell_BERT,music,balanced,,WORK_OF_ART,0.75,0.40540540540540543,0.5263157894736842,40
final_annotations/crossnermodels/multicell/bert/balanced2/multilstm_politics_art2.decode,Multi-Cell_BERT,politics,balanced,,WORK_OF_ART,0.7878787878787878,0.35135135135135137,0.485981308411215,33
final_annotations/crossnermodels/multicell/bert/balanced2/multilstm_ai_art.decode,Multi-Cell_BERT,ai,balanced,,WORK_OF_ART,0.7435897435897436,0.3918918918918919,0.5132743362831859,39
final_annotations/crossnermodels/multicell/bert/balanced2/multilstm_music_art2.decode,Multi-Cell_BERT,music,balanced,,WORK_OF_ART,0.6976744186046512,0.40540540540540543,0.5128205128205129,43
final_annotations/crossnermodels/multicell/bert/balanced2/multilstm_science_art2.decode,Multi-Cell_BERT,science,balanced,,WORK_OF_ART,0.7407407407407407,0.2702702702702703,0.396039603960396,27
final_annotations/crossnermodels/multicell/bert/balanced2/multilstm_literature_art2.decode,Multi-Cell_BERT,literature,balanced,,WORK_OF_ART,0.7073170731707317,0.3918918918918919,0.5043478260869565,41
final_annotations/crossnermodels/multicell/bert/balanced2/multilstm_conll_art.decode,Multi-Cell_BERT,conll,balanced,,WORK_OF_ART,0.6923076923076923,0.36486486486486486,0.47787610619469023,39
final_annotations/crossnermodels/multicell/bert/ablation2/music/country.decode,Multi-Cell_BERT,music,ablation2,country,WORK_OF_ART,0.5294117647058824,0.12162162162162163,0.19780219780219785,17
final_annotations/crossnermodels/multicell/bert/ablation2/music/album.decode,Multi-Cell_BERT,music,ablation2,album,WORK_OF_ART,0.6666666666666666,0.3783783783783784,0.48275862068965514,42
final_annotations/crossnermodels/multicell/bert/ablation2/music/band.decode,Multi-Cell_BERT,music,ablation2,band,WORK_OF_ART,0.8125,0.35135135135135137,0.49056603773584906,32
final_annotations/crossnermodels/multicell/bert/ablation2/music/musicalartist.decode,Multi-Cell_BERT,music,ablation2,musicalartist,WORK_OF_ART,0.7142857142857143,0.33783783783783783,0.4587155963302752,35
final_annotations/crossnermodels/multicell/bert/ablation2/music/musicgenre.decode,Multi-Cell_BERT,music,ablation2,musicgenre,WORK_OF_ART,0.8064516129032258,0.33783783783783783,0.4761904761904761,31
final_annotations/crossnermodels/multicell/bert/ablation2/music/musicalinstrument.decode,Multi-Cell_BERT,music,ablation2,musicalinstrument,WORK_OF_ART,0.65625,0.28378378378378377,0.39622641509433965,32
final_annotations/crossnermodels/multicell/bert/ablation2/music/person.decode,Multi-Cell_BERT,music,ablation2,person,WORK_OF_ART,0.64,0.21621621621621623,0.3232323232323232,25
final_annotations/crossnermodels/multicell/bert/ablation2/music/song.decode,Multi-Cell_BERT,music,ablation2,song,WORK_OF_ART,0.5882352941176471,0.13513513513513514,0.21978021978021975,17
final_annotations/crossnermodels/multicell/bert/ablation2/music/location.decode,Multi-Cell_BERT,music,ablation2,location,WORK_OF_ART,0.6666666666666666,0.1891891891891892,0.2947368421052632,21
final_annotations/crossnermodels/multicell/bert/ablation2/music/event.decode,Multi-Cell_BERT,music,ablation2,event,WORK_OF_ART,0.7222222222222222,0.35135135135135137,0.4727272727272727,36
final_annotations/crossnermodels/multicell/bert/ablation2/music/organisation.decode,Multi-Cell_BERT,music,ablation2,organisation,WORK_OF_ART,0.7105263157894737,0.36486486486486486,0.48214285714285715,38
final_annotations/crossnermodels/multicell/bert/ablation2/music/misc.decode,Multi-Cell_BERT,music,ablation2,misc,WORK_OF_ART,0.7741935483870968,0.32432432432432434,0.45714285714285713,31
final_annotations/crossnermodels/multicell/bert/ablation2/music/award.decode,Multi-Cell_BERT,music,ablation2,award,WORK_OF_ART,0.7096774193548387,0.2972972972972973,0.41904761904761906,31
final_annotations/crossnermodels/multicell/dapt/orig_size/multilstm_science_art.decode,Multi-Cell_DAPT,science,orig_size,,WORK_OF_ART,0.5319148936170213,0.33783783783783783,0.4132231404958678,47
final_annotations/crossnermodels/multicell/dapt/orig_size/multilstm_ai_art.decode,Multi-Cell_DAPT,ai,orig_size,,WORK_OF_ART,0.6829268292682927,0.3783783783783784,0.48695652173913045,41
final_annotations/crossnermodels/multicell/dapt/orig_size/multilstm_music_art.decode,Multi-Cell_DAPT,music,orig_size,,WORK_OF_ART,0.6842105263157895,0.35135135135135137,0.4642857142857143,38
final_annotations/crossnermodels/multicell/dapt/orig_size/multilstm_conll_art.decode,Multi-Cell_DAPT,conll,orig_size,,WORK_OF_ART,0.5806451612903226,0.24324324324324326,0.34285714285714286,31
final_annotations/crossnermodels/multicell/dapt/orig_size/multilstm_politics_art.decode,Multi-Cell_DAPT,politics,orig_size,,WORK_OF_ART,0.6222222222222222,0.3783783783783784,0.47058823529411764,45
final_annotations/crossnermodels/multicell/dapt/orig_size/multilstm_literature_art.decode,Multi-Cell_DAPT,literature,orig_size,,WORK_OF_ART,0.6666666666666666,0.32432432432432434,0.4363636363636364,36
final_annotations/crossnermodels/multicell/dapt/balanced3/multilstm_literature_art3.decode,Multi-Cell_DAPT,literature,balanced,,WORK_OF_ART,0.6571428571428571,0.3108108108108108,0.4220183486238532,35
final_annotations/crossnermodels/multicell/dapt/balanced3/multilstm_ai_art.decode,Multi-Cell_DAPT,ai,balanced,,WORK_OF_ART,0.6428571428571429,0.36486486486486486,0.46551724137931033,42
final_annotations/crossnermodels/multicell/dapt/balanced3/multilstm_politics_art3.decode,Multi-Cell_DAPT,politics,balanced,,WORK_OF_ART,0.6590909090909091,0.3918918918918919,0.49152542372881364,44
final_annotations/crossnermodels/multicell/dapt/balanced3/multilstm_conll_art.decode,Multi-Cell_DAPT,conll,balanced,,WORK_OF_ART,0.7222222222222222,0.35135135135135137,0.4727272727272727,36
final_annotations/crossnermodels/multicell/dapt/balanced3/multilstm_music_art3.decode,Multi-Cell_DAPT,music,balanced,,WORK_OF_ART,0.6,0.28378378378378377,0.38532110091743116,35
final_annotations/crossnermodels/multicell/dapt/balanced3/multilstm_science_art3.decode,Multi-Cell_DAPT,science,balanced,,WORK_OF_ART,0.66,0.44594594594594594,0.532258064516129,50
final_annotations/crossnermodels/multicell/dapt/balanced4/multilstm_music_art4.decode,Multi-Cell_DAPT,music,balanced,,WORK_OF_ART,0.673469387755102,0.44594594594594594,0.5365853658536585,49
final_annotations/crossnermodels/multicell/dapt/balanced4/multilstm_literature_art4.decode,Multi-Cell_DAPT,literature,balanced,,WORK_OF_ART,0.6666666666666666,0.40540540540540543,0.504201680672269,45
final_annotations/crossnermodels/multicell/dapt/balanced4/multilstm_ai_art.decode,Multi-Cell_DAPT,ai,balanced,,WORK_OF_ART,0.6829268292682927,0.3783783783783784,0.48695652173913045,41
final_annotations/crossnermodels/multicell/dapt/balanced4/multilstm_science_art4.decode,Multi-Cell_DAPT,science,balanced,,WORK_OF_ART,0.5853658536585366,0.32432432432432434,0.41739130434782606,41
final_annotations/crossnermodels/multicell/dapt/balanced4/multilstm_conll_art.decode,Multi-Cell_DAPT,conll,balanced,,WORK_OF_ART,0.6190476190476191,0.35135135135135137,0.4482758620689656,42
final_annotations/crossnermodels/multicell/dapt/balanced4/multilstm_politics_art4.decode,Multi-Cell_DAPT,politics,balanced,,WORK_OF_ART,0.631578947368421,0.32432432432432434,0.42857142857142855,38
final_annotations/crossnermodels/multicell/dapt/balanced/multilstm_music_art1.decode,Multi-Cell_DAPT,music,balanced,,WORK_OF_ART,0.6595744680851063,0.4189189189189189,0.5123966942148761,47
final_annotations/crossnermodels/multicell/dapt/balanced/multilstm_ai_art.decode,Multi-Cell_DAPT,ai,balanced,,WORK_OF_ART,0.6216216216216216,0.3108108108108108,0.41441441441441434,37
final_annotations/crossnermodels/multicell/dapt/balanced/multilstm_literature_art1.decode,Multi-Cell_DAPT,literature,balanced,,WORK_OF_ART,0.7105263157894737,0.36486486486486486,0.48214285714285715,38
final_annotations/crossnermodels/multicell/dapt/balanced/multilstm_science_art1.decode,Multi-Cell_DAPT,science,balanced,,WORK_OF_ART,0.6666666666666666,0.32432432432432434,0.4363636363636364,36
final_annotations/crossnermodels/multicell/dapt/balanced/multilstm_conll_art.decode,Multi-Cell_DAPT,conll,balanced,,WORK_OF_ART,0.6470588235294118,0.2972972972972973,0.40740740740740744,34
final_annotations/crossnermodels/multicell/dapt/balanced/multilstm_politics_art1.decode,Multi-Cell_DAPT,politics,balanced,,WORK_OF_ART,0.5909090909090909,0.17567567567567569,0.27083333333333337,22
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_album.decode,Multi-Cell_DAPT,music,ablation,no_album,WORK_OF_ART,0.6097560975609756,0.33783783783783783,0.43478260869565216,41
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_organisation.decode,Multi-Cell_DAPT,music,ablation,no_organisation,WORK_OF_ART,0.5869565217391305,0.36486486486486486,0.45,46
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_person.decode,Multi-Cell_DAPT,music,ablation,no_person,WORK_OF_ART,0.6595744680851063,0.4189189189189189,0.5123966942148761,47
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_song.decode,Multi-Cell_DAPT,music,ablation,no_song,WORK_OF_ART,0.5892857142857143,0.44594594594594594,0.5076923076923077,56
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_event.decode,Multi-Cell_DAPT,music,ablation,no_event,WORK_OF_ART,0.6428571428571429,0.36486486486486486,0.46551724137931033,42
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_award.decode,Multi-Cell_DAPT,music,ablation,no_award,WORK_OF_ART,0.6086956521739131,0.3783783783783784,0.4666666666666667,46
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_misc.decode,Multi-Cell_DAPT,music,ablation,no_misc,WORK_OF_ART,0.6818181818181818,0.40540540540540543,0.5084745762711864,44
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_musicalartist.decode,Multi-Cell_DAPT,music,ablation,no_musicalartist,WORK_OF_ART,0.3333333333333333,0.013513513513513514,0.025974025974025972,3
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_musicalinstrument.decode,Multi-Cell_DAPT,music,ablation,no_musicalinstrument,WORK_OF_ART,0.625,0.33783783783783783,0.43859649122807015,40
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_band.decode,Multi-Cell_DAPT,music,ablation,no_band,WORK_OF_ART,0.47619047619047616,0.13513513513513514,0.21052631578947367,21
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_country.decode,Multi-Cell_DAPT,music,ablation,no_country,WORK_OF_ART,0.64,0.43243243243243246,0.5161290322580645,50
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_location.decode,Multi-Cell_DAPT,music,ablation,no_location,WORK_OF_ART,0.6666666666666666,0.3783783783783784,0.48275862068965514,42
final_annotations/crossnermodels/multicell/dapt/ablation/music/no_musicgenre.decode,Multi-Cell_DAPT,music,ablation,no_musicgenre,WORK_OF_ART,0.6341463414634146,0.35135135135135137,0.45217391304347826,41
final_annotations/crossnermodels/multicell/dapt/balanced5/multilstm_literature_art5.decode,Multi-Cell_DAPT,literature,balanced,,WORK_OF_ART,0.717391304347826,0.44594594594594594,0.55,46
final_annotations/crossnermodels/multicell/dapt/balanced5/multilstm_science_art5.decode,Multi-Cell_DAPT,science,balanced,,WORK_OF_ART,0.6976744186046512,0.40540540540540543,0.5128205128205129,43
final_annotations/crossnermodels/multicell/dapt/balanced5/multilstm_politics_art5.decode,Multi-Cell_DAPT,politics,balanced,,WORK_OF_ART,0.6666666666666666,0.32432432432432434,0.4363636363636364,36
final_annotations/crossnermodels/multicell/dapt/balanced5/multilstm_ai_art.decode,Multi-Cell_DAPT,ai,balanced,,WORK_OF_ART,0.6744186046511628,0.3918918918918919,0.49572649572649563,43
final_annotations/crossnermodels/multicell/dapt/balanced5/multilstm_conll_art.decode,Multi-Cell_DAPT,conll,balanced,,WORK_OF_ART,0.6052631578947368,0.3108108108108108,0.4107142857142857,38
final_annotations/crossnermodels/multicell/dapt/balanced5/multilstm_music_art5.decode,Multi-Cell_DAPT,music,balanced,,WORK_OF_ART,0.6363636363636364,0.28378378378378377,0.3925233644859813,33
final_annotations/crossnermodels/multicell/dapt/balanced2/multilstm_politics_art2.decode,Multi-Cell_DAPT,politics,balanced,,WORK_OF_ART,0.6190476190476191,0.35135135135135137,0.4482758620689656,42
final_annotations/crossnermodels/multicell/dapt/balanced2/multilstm_ai_art.decode,Multi-Cell_DAPT,ai,balanced,,WORK_OF_ART,0.6470588235294118,0.2972972972972973,0.40740740740740744,34
final_annotations/crossnermodels/multicell/dapt/balanced2/multilstm_music_art2.decode,Multi-Cell_DAPT,music,balanced,,WORK_OF_ART,0.6842105263157895,0.35135135135135137,0.4642857142857143,38
final_annotations/crossnermodels/multicell/dapt/balanced2/multilstm_science_art2.decode,Multi-Cell_DAPT,science,balanced,,WORK_OF_ART,0.5714285714285714,0.32432432432432434,0.41379310344827586,42
final_annotations/crossnermodels/multicell/dapt/balanced2/multilstm_literature_art2.decode,Multi-Cell_DAPT,literature,balanced,,WORK_OF_ART,0.6444444444444445,0.3918918918918919,0.4873949579831932,45
final_annotations/crossnermodels/multicell/dapt/balanced2/multilstm_conll_art.decode,Multi-Cell_DAPT,conll,balanced,,WORK_OF_ART,0.5952380952380952,0.33783783783783783,0.43103448275862066,42
final_annotations/crossnermodels/multicell/dapt/ablation2/music/country.decode,Multi-Cell_DAPT,music,ablation2,country,WORK_OF_ART,0.6304347826086957,0.3918918918918919,0.4833333333333334,46
final_annotations/crossnermodels/multicell/dapt/ablation2/music/album.decode,Multi-Cell_DAPT,music,ablation2,album,WORK_OF_ART,0.5909090909090909,0.35135135135135137,0.4406779661016949,44
final_annotations/crossnermodels/multicell/dapt/ablation2/music/band.decode,Multi-Cell_DAPT,music,ablation2,band,WORK_OF_ART,0.5714285714285714,0.32432432432432434,0.41379310344827586,42
final_annotations/crossnermodels/multicell/dapt/ablation2/music/musicalartist.decode,Multi-Cell_DAPT,music,ablation2,musicalartist,WORK_OF_ART,0.5555555555555556,0.2702702702702703,0.36363636363636365,36
final_annotations/crossnermodels/multicell/dapt/ablation2/music/musicgenre.decode,Multi-Cell_DAPT,music,ablation2,musicgenre,WORK_OF_ART,0.6363636363636364,0.3783783783783784,0.4745762711864407,44
final_annotations/crossnermodels/multicell/dapt/ablation2/music/musicalinstrument.decode,Multi-Cell_DAPT,music,ablation2,musicalinstrument,WORK_OF_ART,0.5862068965517241,0.22972972972972974,0.3300970873786408,29
final_annotations/crossnermodels/multicell/dapt/ablation2/music/person.decode,Multi-Cell_DAPT,music,ablation2,person,WORK_OF_ART,0.5576923076923077,0.3918918918918919,0.46031746031746035,52
final_annotations/crossnermodels/multicell/dapt/ablation2/music/song.decode,Multi-Cell_DAPT,music,ablation2,song,WORK_OF_ART,0.42857142857142855,0.04054054054054054,0.07407407407407408,7
final_annotations/crossnermodels/multicell/dapt/ablation2/music/location.decode,Multi-Cell_DAPT,music,ablation2,location,WORK_OF_ART,0.5945945945945946,0.2972972972972973,0.39639639639639646,37
final_annotations/crossnermodels/multicell/dapt/ablation2/music/event.decode,Multi-Cell_DAPT,music,ablation2,event,WORK_OF_ART,0.5405405405405406,0.2702702702702703,0.3603603603603604,37
final_annotations/crossnermodels/multicell/dapt/ablation2/music/organisation.decode,Multi-Cell_DAPT,music,ablation2,organisation,WORK_OF_ART,0.6176470588235294,0.28378378378378377,0.3888888888888889,34
final_annotations/crossnermodels/multicell/dapt/ablation2/music/misc.decode,Multi-Cell_DAPT,music,ablation2,misc,WORK_OF_ART,0.5882352941176471,0.2702702702702703,0.37037037037037035,34
final_annotations/crossnermodels/multicell/dapt/ablation2/music/award.decode,Multi-Cell_DAPT,music,ablation2,award,WORK_OF_ART,0.6578947368421053,0.33783783783783783,0.44642857142857145,38
final_annotations/CDMA-NER/log/ablation/no_album.log.conll,CDMA,music,ablation,no_album,WORK_OF_ART,0.5897435897435898,0.3108108108108108,0.4070796460176991,39
final_annotations/CDMA-NER/log/ablation/no_award.log.conll,CDMA,music,ablation,no_award,WORK_OF_ART,0.48717948717948717,0.25675675675675674,0.33628318584070793,39
final_annotations/CDMA-NER/log/ablation/no_band.log.conll,CDMA,music,ablation,no_band,WORK_OF_ART,0.2876712328767123,0.28378378378378377,0.28571428571428564,73
final_annotations/CDMA-NER/log/ablation/no_country.log.conll,CDMA,music,ablation,no_country,WORK_OF_ART,0.3888888888888889,0.28378378378378377,0.328125,54
final_annotations/CDMA-NER/log/ablation/no_event.log.conll,CDMA,music,ablation,no_event,WORK_OF_ART,0.3137254901960784,0.21621621621621623,0.256,51
final_annotations/CDMA-NER/log/ablation/no_location.log.conll,CDMA,music,ablation,no_location,WORK_OF_ART,0.6486486486486487,0.32432432432432434,0.43243243243243246,37
final_annotations/CDMA-NER/log/ablation/no_misc.log.conll,CDMA,music,ablation,no_misc,WORK_OF_ART,0.525,0.28378378378378377,0.3684210526315789,40
final_annotations/CDMA-NER/log/ablation/no_musicalartist.log.conll,CDMA,music,ablation,no_musicalartist,WORK_OF_ART,0.5853658536585366,0.32432432432432434,0.41739130434782606,41
final_annotations/CDMA-NER/log/ablation/no_musicalinstrument.log.conll,CDMA,music,ablation,no_musicalinstrument,WORK_OF_ART,0.44642857142857145,0.33783783783783783,0.38461538461538464,56
final_annotations/CDMA-NER/log/ablation/no_musicgenre.log.conll,CDMA,music,ablation,no_musicgenre,WORK_OF_ART,0.625,0.13513513513513514,0.22222222222222224,16
final_annotations/CDMA-NER/log/ablation/no_organisation.log.conll,CDMA,music,ablation,no_organisation,WORK_OF_ART,0.5925925925925926,0.21621621621621623,0.31683168316831684,27
final_annotations/CDMA-NER/log/ablation/no_person.log.conll,CDMA,music,ablation,no_person,WORK_OF_ART,0.6486486486486487,0.32432432432432434,0.43243243243243246,37
final_annotations/CDMA-NER/log/ablation/no_song.log.conll,CDMA,music,ablation,no_song,WORK_OF_ART,0.5306122448979592,0.35135135135135137,0.42276422764227645,49
final_annotations/CDMA-NER/log/ablation2/album.log.conll,CDMA,music,ablation2,album,WORK_OF_ART,0.37209302325581395,0.21621621621621623,0.27350427350427353,43
